Index,English_Discription,Tag
195,"Set C3 w bun (Cumin Beef, Fried Cucumber with Eggs, Sweet & Sour Cabbage)",chinese
196,"Set C3 w rice (Cumin Beef, Fried Cucumber with Eggs, Sweet & Sour Cabbage)",beef
196,"Set C3 w rice (Cumin Beef, Fried Cucumber with Eggs, Sweet & Sour Cabbage)",rice
196,"Set C3 w rice (Cumin Beef, Fried Cucumber with Eggs, Sweet & Sour Cabbage)",chinese
197,Set C4 [Halal] Saba & Beef Bento,beef
197,Set C4 [Halal] Saba & Beef Bento,halal
197,Set C4 [Halal] Saba & Beef Bento,japanese
198,Set C4 [Vegetarian] Spicy Hotpot w/Rice,spicy
198,Set C4 [Vegetarian] Spicy Hotpot w/Rice,vegeatarian
198,Set C4 [Vegetarian] Spicy Hotpot w/Rice,rice
198,Set C4 [Vegetarian] Spicy Hotpot w/Rice,chinese
199,Set C4 Beef Hor Fun,chinese
200,Set C4 Japanese Fried Noodle,noodle
200,Set C4 Japanese Fried Noodle,japanese
201,Set C4 Marinated Beef w/ Rice,beef
201,Set C4 Marinated Beef w/ Rice,rice
201,Set C4 Marinated Beef w/ Rice,korean
202,Set C4 Shanghai Fresh Fried Bun 4 pcs w Porridge,bun
202,Set C4 Shanghai Fresh Fried Bun 4 pcs w Porridge,chinese
203,"Set C4 w 2 buns (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",chicken
203,"Set C4 w 2 buns (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",pork
203,"Set C4 w 2 buns (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",bun
203,"Set C4 w 2 buns (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",chinese
204,"Set C4 w rice (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",chicken
204,"Set C4 w rice (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",pork
204,"Set C4 w rice (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",rice
204,"Set C4 w rice (Braised Pork Ribs with Potato, Kung Pao Chicken, Fried Chinese Cabbage",chinese
205,Set C5 [Halal] Salmon & Chicken Bento,chicken
205,Set C5 [Halal] Salmon & Chicken Bento,halal
205,Set C5 [Halal] Salmon & Chicken Bento,japanese
206,Set C5 [Halal] Shrimp & Salmon Bento,halal
206,Set C5 [Halal] Shrimp & Salmon Bento,japanese
207,Set C5 [Vegetarian] Fish Fragrance Eggplant,vegeatarian
207,Set C5 [Vegetarian] Fish Fragrance Eggplant,chinese
208,Set C5 Salmon & Pork Bento,pork
208,Set C5 Salmon & Pork Bento,japanese
209,"Set C5 w bun (Spicy Chicken, Sliced Fungus with Meat, Fish Flavored Eggplant)",spicy
209,"Set C5 w bun (Spicy Chicken, Sliced Fungus with Meat, Fish Flavored Eggplant)",chicken
209,"Set C5 w bun (Spicy Chicken, Sliced Fungus with Meat, Fish Flavored Eggplant)",chinese
210,"Set C5 w rice (Spicy Chicken, Sliced Fungus with Meat, Fish Flavored Eggplant)",spicy
210,"Set C5 w rice (Spicy Chicken, Sliced Fungus with Meat, Fish Flavored Eggplant)",chicken
210,"Set C5 w rice (Spicy Chicken, Sliced Fungus with Meat, Fish Flavored Eggplant)",chinese
211,Set C6 Lotus Root Pork Rib Soup with rice,pork
211,Set C6 Lotus Root Pork Rib Soup with rice,rice
211,Set C6 Lotus Root Pork Rib Soup with rice,soup
211,Set C6 Lotus Root Pork Rib Soup with rice,local items
212,Set C6 Shanghai Deep Fried Dumplings (6pcs),chinese
213,Set C6 Sichuan Noodle,noodle
213,Set C6 Sichuan Noodle,chinese
214,Set C7 Bak Kut Teh w/ Rice,rice
214,Set C7 Bak Kut Teh w/ Rice,local items
215,Set C7 Fried Beef Noodle,beef
215,Set C7 Fried Beef Noodle,noodle
215,Set C7 Fried Beef Noodle,chinese
216,Set C7 Sliced Pork w Meatball Porridge,pork
216,Set C7 Sliced Pork w Meatball Porridge,local items
217,Set C8 [Halal] Smoked Duck & Brown Soba Salad,halal
217,Set C8 [Halal] Smoked Duck & Brown Soba Salad,none
218,Set C8 [Halal] Smoked Duck & Fusilli Pesto Salad,halal
218,Set C8 [Halal] Smoked Duck & Fusilli Pesto Salad,none
219,Set C8 Yangzhou Fried Rice,rice
219,Set C8 Yangzhou Fried Rice,chinese
220,Set D1 Macau Fried Chicken Wings Rice (Tomato Sauce,chicken
220,Set D1 Macau Fried Chicken Wings Rice (Tomato Sauce,rice
220,Set D1 Macau Fried Chicken Wings Rice (Tomato Sauce,chinese
221,Set D2 Sambal Chicken Fried Rice With Egg,chicken
221,Set D2 Sambal Chicken Fried Rice With Egg,rice
221,Set D2 Sambal Chicken Fried Rice With Egg,local items
222,Set D3 Steamed Chicken Rice with Egg and Beancurd,chicken
222,Set D3 Steamed Chicken Rice with Egg and Beancurd,rice
222,Set D3 Steamed Chicken Rice with Egg and Beancurd,chinese
223,Set D4 Stir Fried Bitter Gourd Fish With Rice and Egg,chicken
223,Set D4 Stir Fried Bitter Gourd Fish With Rice and Egg,fish
223,Set D4 Stir Fried Bitter Gourd Fish With Rice and Egg,rice
223,Set D4 Stir Fried Bitter Gourd Fish With Rice and Egg,chinese
224,Set D5 Xin Zhou Mee Hoon with Egg,chicken
224,Set D5 Xin Zhou Mee Hoon with Egg,chinese
225,Set D7 [Halal] Beef and Chicken Sandwich,beef
225,Set D7 [Halal] Beef and Chicken Sandwich,chicken
225,Set D7 [Halal] Beef and Chicken Sandwich,halal
225,Set D7 [Halal] Beef and Chicken Sandwich,chinese
226,Set D8 [Vegetarian] Soba & Tofu Salad,vegeatarian
226,Set D8 [Vegetarian] Soba & Tofu Salad,chinese
227,Sichuan Fragrance Diced Chicken w Rice,chicken
227,Sichuan Fragrance Diced Chicken w Rice,rice
227,Sichuan Fragrance Diced Chicken w Rice,chinese
228,Sichuan Style Salad,chinese
229,Sliced Pork w Dry Beancurd,pork
229,Sliced Pork w Dry Beancurd,chinese
230,Soy Sauce Chicken Bento,chicken
230,Soy Sauce Chicken Bento,chinese
231,Spicy Chicken Bento,spicy
231,Spicy Chicken Bento,chicken
231,Spicy Chicken Bento,chinese
232,Spicy Mapo Tofu Bento,chinese
233,Spicy Stir-fried Cuttlefish with Oyster Sauce Bento,fish
233,Spicy Stir-fried Cuttlefish with Oyster Sauce Bento,chinese
234,Steamed Pork Slices with Glutinous Rice Flour,pork
234,Steamed Pork Slices with Glutinous Rice Flour,rice
234,Steamed Pork Slices with Glutinous Rice Flour,chinese
235,Stir-fried Chicken with Dried Chilli Bento,chicken
235,Stir-fried Chicken with Dried Chilli Bento,chinese
236,Sweet and Sour Fish Fillet Bento,sour
236,Sweet and Sour Fish Fillet Bento,fish
236,Sweet and Sour Fish Fillet Bento,chinese
237,Tilapia & Beef Bento,beef
237,Tilapia & Beef Bento,japanese
238,Tilapia & Chicken Bento,chicken
238,Tilapia & Chicken Bento,japanese
